timestamp,volume,close,RSI,SMA20,MACD,stock_id
2014-11-03,16383403,24.58,8.181818181818116,26.14575,-0.6751461604081541,CSCO
2014-11-03,10321377,116.78,42.69480519480519,116.31700000000001,1.664949832157376,CVX
2014-11-03,2305251,190.83,58.68347338935582,189.9445,0.18868575992823367,GS
2014-11-03,7614158,96.09,37.682789651293575,97.6375,-1.027847396578693,HD
2014-11-03,3090867,95.66,26.508226691041912,97.19200000000001,-0.7269243324934109,HON
2014-11-03,4691074,164.36,63.716108452950614,162.33149999999998,0.6919785960343177,IBM
2014-11-03,28703617,34.31,38.14814814814815,34.816,-0.6510739847350848,INTC
2014-11-03,11833638,60.88,54.14258188824662,60.6595,0.09491718246511027,JPM
2014-11-03,13239536,41.81,2.8070175438598284,43.2735,-0.28784119077398174,KO
2014-11-03,4069904,93.61,6.7605633802815674,95.7495,0.042658522569780644,MCD
2014-11-03,2376422,153.3,18.589743589743463,157.89900000000003,-1.6297101747509544,MMM
2014-11-03,10160132,58.92,41.777777777777814,59.49250000000001,-0.124681257724653,MRK
2014-11-03,23130397,47.44,44.62151394422313,48.416000000000004,0.15022751629258124,MSFT
2014-11-03,7797149,87.38,39.107142857142854,88.8125,-0.376578634977335,PG
2014-11-03,3703501,99.95,15.287769784172596,102.894,-0.946375994328136,TRV
2014-11-03,4001207,94.86,42.03273040482345,96.4135,-1.3935160211796074,UNH
2014-11-03,3180493,241.54,24.058919803600702,251.44850000000002,-3.3915370602375674,V
2014-11-03,11572877,50.39,52.83018867924527,50.503,0.5595333645513492,VZ
2014-11-03,4865436,64.98,29.95391705069126,67.189,-1.3811200719395913,WBA
2014-11-03,6894375,76.28,8.358208955223787,82.102,-2.1640597478790085,WMT
2014-11-04,24620912,24.88,8.65384615384609,26.30775,-0.6401487121361527,CSCO
2014-11-04,9585163,115.37,40.67226890756301,116.179,1.7943352628137035,CVX
2014-11-04,2027361,190.27,51.41643059490098,189.9125,0.17230569867547274,GS
2014-11-04,5349563,95.96,36.26126126126116,97.741,-0.9990544284881082,HD
2014-11-04,2691258,95.29,21.011673151750998,97.30199999999999,-0.6862785350877942,HON
2014-11-04,4246854,162.65,52.07296849087892,162.24699999999999,0.5719033802259332,IBM
2014-11-04,34695928,34.54,35.33447684391081,34.9805,-0.7111886295519554,INTC
2014-11-04,15294796,60.25,42.99802761341223,60.669500000000006,0.10352337182774818,JPM
2014-11-04,10105328,41.82,10.097719869706893,43.41,-0.2395048695129418,KO
2014-11-04,5802179,94.47,7.5471698113206145,95.8245,0.17947033336824347,MCD
2014-11-04,3128619,155.05,24.444444444444343,158.264,-1.4237272894135913,MMM
2014-11-04,11338352,59.37,51.34529147982061,59.5855,-0.09262396435104137,MRK
2014-11-04,21530813,47.57,49.81060606060603,48.467,0.24816421995755888,MSFT
2014-11-04,10594290,88.64,55.4865424430642,88.99699999999999,-0.2693348795745152,PG
2014-11-04,2920586,101.13,19.77272727272708,103.1165,-0.8049414781579713,TRV
2014-11-04,4437644,94.98,41.78082191780821,96.662,-1.4196403170474383,UNH
2014-11-04,4161127,242.97,25.117471166168343,252.372,-2.9219179246758245,V
2014-11-04,14041308,50.33,60.83550913838115,50.43900000000001,0.6112356805878747,VZ
2014-11-04,4208339,65.24,30.516431924882596,67.2775,-1.3308890156341562,WBA
2014-11-04,6904853,77.26,8.553971486761625,82.608,-2.0106759768536904,WMT
2014-11-05,21979615,25.15,8.72093023255806,26.46125,-0.616713442347006,CSCO
2014-11-05,6602610,117.05,53.8593481989708,116.096,2.0769423359377726,CVX
